,title,price,area,room_n,floor_n,floor_total,year,building_type,heating_type,equip_state,nearest_kindergarten,nearest_school,nearest_shop,nearest_station,crime_last_month,owner_type,district,street
122,"Vilnius, Žirmūnai, Piromonto g., 2 kambarių butas",103 900 ,"46,69 ",2,1,6,2018,Blokinis,Centrinis kolektorinis,Įrengtas ,190,320,150,160,11.0,company, Žirmūnai, Piromonto g.
123,"Vilnius, Užupis, Manufaktūrų g., 1 kambario butas",58 205 ,"33,26 ",1,1,6,2019,Monolitinis,Centrinis kolektorinis,Dalinė apdaila ,240,760,350,320,1.0,company, Užupis, Manufaktūrų g.
124,"Vilnius, Žirmūnai, Žirmūnų g., 2 kambarių butas",77 900 ,"44,28 ",2,3,5,1965,Blokinis,Centrinis,Įrengtas ,260,390,250,90,8.0,company, Žirmūnai, Žirmūnų g.
125,"Vilnius, Senamiestis, A. Strazdelio g., 5 kambarių butas",350 000 ,"132,29 ",5,4,4,2010,Mūrinis,Centrinis kolektorinis,Įrengtas ,330,160,350,110,12.0,company, Senamiestis, A. Strazdelio g.
126,"Vilnius, Verkiai, Trinapolio g., 4 kambarių butas",297 000 ,142 ,4,3,3,2018,Mūrinis,Geoterminis,Dalinė apdaila ,180,380,410,270,8.0,company, Verkiai, Trinapolio g.
127,"Vilnius, Lazdynai, Erfurto g., 1 kambario butas",39 713 ,"32,43 ",1,9,9,1969,Blokinis,Centrinis,Įrengtas ,140,260,150,70,4.0,company, Lazdynai, Erfurto g.
128,"Vilnius, Pilaitė, Karaliaučiaus g., 2 kambarių butas",91 000 ,"45,24 ",2,7,9,2018,Monolitinis,Centrinis kolektorinis,Įrengtas ,110,430,130,80,5.0,company, Pilaitė, Karaliaučiaus g.
129,"Vilnius, Bajorai, Salaspilio g., 2 kambarių butas",86 000 ,"41,12 ",2,2,4,2018,Mūrinis,Dujinis,Įrengtas ,370,"1,7k","1,2k",620,0.0,company, Bajorai, Salaspilio g.
130,"Vilnius, Naujininkai, Dariaus ir Girėno g., 4 kambarių butas",96 000 ,83 ,4,1,2,1999,Mūrinis,Dujinis,Įrengtas ,120,210,140,60,5.0,company, Naujininkai, Dariaus ir Girėno g.
131,"Vilnius, Naujamiestis, Gerosios Vilties g., 4 kambarių butas",171 000 ,"89,93 ",4,3,6,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,320,330,630,310,2.0,company, Naujamiestis, Gerosios Vilties g.
132,"Vilnius, Senamiestis, Aguonų g., 1 kambario butas",81 995 ,"25,48 ",1,4,5,2020,Monolitinis,Centrinis kolektorinis,Dalinė apdaila ,340,120,220,200,11.0,company, Senamiestis, Aguonų g.
133,"Vilnius, Naujamiestis, Aguonų g., 3 kambarių butas",149 178 ,"64,71 ",3,2,5,2021,Monolitinis,Centrinis kolektorinis,Dalinė apdaila ,340,120,220,200,11.0,company, Naujamiestis, Aguonų g.
134,"Vilnius, Antakalnis, Vaidilutės g., 3 kambarių butas",160 000 ,"81,47 ",3,1,2,2019,Mūrinis,Dujinis,Dalinė apdaila ,820,880,870,60,0.0,company, Antakalnis, Vaidilutės g.
135,"Vilnius, Fabijoniškės, S. Stanevičiaus g., 4 kambarių butas",86 000 ,83 ,4,12,16,1990,Monolitinis,Centrinis,Įrengtas ,150,270,180,40,7.0,company, Fabijoniškės, S. Stanevičiaus g.
136,"Vilnius, Kalnėnai, Kroatų g., 4 kambarių butas",92 000 ,"80,26 ",4,1,2,2020,Mūrinis,Dujinis,Dalinė apdaila ,"1,2k","1,3k","1,4k",680,0.0,company, Kalnėnai, Kroatų g.
137,"Vilnius, Senamiestis, K. Kalinausko g., 3 kambarių butas",183 500 ,53 ,3,4,6,2019,Mūrinis,Centrinis kolektorinis,Įrengtas ,220,160,360,80,5.0,company, Senamiestis, K. Kalinausko g.
138,"Vilnius, Pašilaičiai, Budiniškių g., 1 kambario butas",59 900 ,26 ,1,5,5,2019,Mūrinis,Centrinis kolektorinis,Įrengtas ,310,590,400,430,3.0,company, Pašilaičiai, Budiniškių g.
139,"Vilnius, Karoliniškės, Apolinaro Juozo Povilaičio g., 1 kambario butas",53 300 ,33 ,1,8,9,1974,Blokinis,Centrinis,Įrengtas ,40,230,490,140,4.0,company, Karoliniškės, Apolinaro Juozo Povilaičio g.
140,"Vilnius, Užupis, Manufaktūrų g., 3 kambarių butas",98 960 ,"61,85 ",3,2,6,2019,Monolitinis,Centrinis kolektorinis,Dalinė apdaila ,240,760,350,320,1.0,company, Užupis, Manufaktūrų g.
141,"Vilnius, Užupis, Manufaktūrų g., 2 kambarių butas",105 387 ,"54,29 ",2,2,6,2019,Monolitinis,Centrinis kolektorinis,Įrengtas ,240,760,350,320,1.0,company, Užupis, Manufaktūrų g.
142,"Vilnius, Užupis, Manufaktūrų g., 2 kambarių butas",89 348 ,"54,15 ",2,2,6,2019,Monolitinis,Centrinis kolektorinis,Dalinė apdaila ,240,760,350,320,1.0,company, Užupis, Manufaktūrų g.
143,"Vilnius, Markučiai, Manufaktūrų g., 2 kambarių butas",105 387 ,"54,29 ",2,2,6,2019,Monolitinis,Centrinis kolektorinis,Įrengtas ,240,760,350,320,1.0,company, Markučiai, Manufaktūrų g.
144,"Vilnius, Fabijoniškės, Fabijoniškių g., 3 kambarių butas",73 999 ,"66,91 ",3,5,5,1989,Blokinis,Centrinis,Įrengtas ,290,290,360,390,3.0,company, Fabijoniškės, Fabijoniškių g.
145,"Vilnius, Jeruzalė, Bitininkų g., 2 kambarių butas",109 900 ,60 ,2,2,10,2006,Mūrinis,Centrinis,Įrengtas ,470,460,220,240,5.0,company, Jeruzalė, Bitininkų g.
146,"Vilnius, Fabijoniškės, S. Stanevičiaus g., 3 kambarių butas",86 000 ,83 ,3,12,16,1990,Monolitinis,Centrinis,Įrengtas ,150,270,180,40,7.0,company, Fabijoniškės, S. Stanevičiaus g.
147,"Vilnius, Šnipiškės, Lvovo g., 1 kambario butas",38 880 ,27 ,1,4,4,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,280,190,420,30,5.0,company, Šnipiškės, Lvovo g.
148,"Vilnius, Pilaitė, Bitėnų g., 2 kambarių butas",77 990 ,45 ,2,2,4,2020,Monolitinis,Centrinis kolektorinis,Įrengtas ,630,100,510,120,1.0,company, Pilaitė, Bitėnų g.
149,"Vilnius, Bajorai, Bajorų kel., 2 kambarių butas",69 200 ,"39,49 ",2,1,6,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,"1,4k","1,7k",530,30,2.0,company, Bajorai, Bajorų kel.
150,"Vilnius, Justiniškės, Justiniškių g., 3 kambarių butas",107 000 ,65 ,3,3,9,2012,Mūrinis,Centrinis kolektorinis,Įrengtas ,200,230,340,270,9.0,company, Justiniškės, Justiniškių g.
151,"Vilnius, Pilaitė, Pilkalnio g., 3 kambarių butas",89 568 ,"81,61 ",3,1,3,2019,Mūrinis,Aeroterminis,Dalinė apdaila ,700,880,770,160,1.0,company, Pilaitė, Pilkalnio g.
152,"Vilnius, Žirmūnai, Kalvarijų g., 1 kambario butas",29 000 ,20 ,1,10,12,1974,Mūrinis,Centrinis,Įrengtas ,290,550,300,110,1.0,company, Žirmūnai, Kalvarijų g.
153,"Vilnius, Justiniškės, Taikos g., 3 kambarių butas",80 000 ,"61,22 ",3,5,5,1985,Blokinis,Centrinis,Įrengtas ,270,170,110,150,5.0,company, Justiniškės, Taikos g.
154,"Vilnius, Pašilaičiai, Žemynos g., 3 kambarių butas",82 000 ,"64,95 ",3,1,9,1987,Monolitinis,Centrinis,Įrengtas ,120,120,280,210,8.0,company, Pašilaičiai, Žemynos g.
155,"Vilnius, Užupis, Subačiaus g., 1 kambario butas",33 999 ,"25,68 ",1,3,5,1972,Mūrinis,Centrinis,Įrengtas ,90,820,60,90,1.0,company, Užupis, Subačiaus g.
156,"Vilnius, Senamiestis, Vokiečių g., 3 kambarių butas",190 000 ,68 ,3,2,4,1940,Mūrinis,Dujinis,Įrengtas ,170,210,80,330,14.0,company, Senamiestis, Vokiečių g.
157,"Vilnius, Naujamiestis, Vytenio g., 2 kambarių butas",49 932 ,29 ,2,3,4,2020 renovacija,Mūrinis,Dujinis,Dalinė apdaila ,470,230,160,80,2.0,company, Naujamiestis, Vytenio g.
158,"Vilnius, Šnipiškės, Giedraičių g., 3 kambarių butas",119 000 ,"62,96 ",3,1,4,2019,Blokinis,Centrinis kolektorinis,Dalinė apdaila ,180,350,260,290,2.0,company, Šnipiškės, Giedraičių g.
159,"Vilnius, Šnipiškės, Giedraičių g., 2 kambarių butas",81 900 ,"52,2 ",2,1,4,2019,Blokinis,Centrinis kolektorinis,Dalinė apdaila ,180,350,260,290,2.0,company, Šnipiškės, Giedraičių g.
160,"Vilnius, Fabijoniškės, Ateities g., 4 kambarių butas",165 000 ,"107,17 ",4,5,6,2003,Mūrinis,Dujinis,Įrengtas ,420,200,250,120,6.0,company, Fabijoniškės, Ateities g.
161,"Vilnius, Antakalnis, V. Grybo g., 1 kambario butas",60 000 ,30 ,1,2,4,1963,Mūrinis,Centrinis,Įrengtas ,90,320,330,460,0.0,company, Antakalnis, V. Grybo g.
162,"Vilnius, Senamiestis, Vokiečių g., 2 kambarių butas",190 000 ,68 ,2,2,4,1940,Mūrinis,Centrinis,Įrengtas ,170,210,80,330,14.0,company, Senamiestis, Vokiečių g.
163,"Vilnius, Pašilaičiai, Leičių g., 3 kambarių butas",109 000 ,"67,62 ",3,8,9,2019,Mūrinis,Centrinis kolektorinis,Įrengtas ,250,810,280,150,4.0,company, Pašilaičiai, Leičių g.
164,"Vilnius, Šnipiškės, Giedraičių g., 3 kambarių butas",139 900 ,"72,49 ",3,4,4,2019,Blokinis,Centrinis kolektorinis,Dalinė apdaila ,180,350,260,290,2.0,company, Šnipiškės, Giedraičių g.
165,"Vilnius, Šnipiškės, Linkmenų g., 2 kambarių butas",119 000 ,"41,17 ",2,4,5,2019,Mūrinis,Centrinis kolektorinis,Įrengtas ,690,500,440,480,4.0,company, Šnipiškės, Linkmenų g.
166,"Vilnius, Šnipiškės, Linkmenų g., 2 kambarių butas",125 000 ,46 ,2,5,9,2019,Mūrinis,Centrinis kolektorinis,Įrengtas ,460,230,380,340,5.0,company, Šnipiškės, Linkmenų g.
167,"Vilnius, Šeškinė, Čiobiškio g., 3 kambarių butas",81 900 ,55 ,3,8,9,1982,Blokinis,Centrinis,Įrengtas ,200,230,360,320,7.0,company, Šeškinė, Čiobiškio g.
168,"Vilnius, Justiniškės, Laisvės pr., 2 kambarių butas",93 000 ,66 ,2,5,5,1999,Mūrinis,Centrinis kolektorinis,Įrengtas ,180,110,490,130,7.0,company, Justiniškės, Laisvės pr.
169,"Vilnius, Pilaitė, Bitėnų g., 2 kambarių butas",77 900 ,44 ,2,2,4,2020,Mūrinis,Centrinis kolektorinis,Įrengtas ,520,140,420,70,2.0,company, Pilaitė, Bitėnų g.
170,"Vilnius, Pilaitė, Gilužio g., 2 kambarių butas",77 000 ,44 ,2,2,4,2000,Mūrinis,Centrinis kolektorinis,Įrengtas ,520,140,420,70,2.0,company, Pilaitė, Gilužio g.
171,"Vilnius, Šnipiškės, Žalgirio g., 1 kambario butas",79 000 ,26 ,1,7,7,2019,Mūrinis,Centrinis kolektorinis,Įrengtas ,380,370,480,190,0.0,company, Šnipiškės, Žalgirio g.
172,"Vilnius, Pašilaičiai, Girulių g., 1 kambario butas",60 000 ,"39,5 ",1,8,9,2008,Mūrinis,Centrinis kolektorinis,Įrengtas ,230,900,50,140,2.0,company, Pašilaičiai, Girulių g.
173,"Vilnius, Senamiestis, Ceikinių g., 2 kambarių butas",106 900 ,49 ,2,2,5,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,200,240,460,150,4.0,company, Senamiestis, Ceikinių g.
174,"Vilnius, Žirmūnai, Raitininkų g., 3 kambarių butas",181 100 ,"67,9 ",3,7,7,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,390,430,470,230,5.0,company, Žirmūnai, Raitininkų g.
175,"Vilnius, Žirmūnai, Raitininkų g., 2 kambarių butas",121 800 ,"51,2 ",2,5,7,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,390,430,470,230,5.0,company, Žirmūnai, Raitininkų g.
176,"Vilnius, Šnipiškės, Konstitucijos pr., 2 kambarių butas",300 000 ,"106,53 ",2,12,27,2004,Monolitinis,"Centrinis, centrinis kolektorinis, kita",Įrengtas ,230,50,50,140,1.0,company, Šnipiškės, Konstitucijos pr.
177,"Vilnius, Naujamiestis, Savanorių pr., 3 kambarių butas",62 500 ,"49,1 ",3,4,5,1964,Blokinis,Centrinis,Įrengtas ,80,290,200,140,6.0,company, Naujamiestis, Savanorių pr.
178,"Vilnius, Karoliniškės, Vido Maciulevičiaus g., 2 kambarių butas",56 500 ,33 ,2,8,9,1973,Blokinis,Centrinis,Įrengtas ,160,320,420,270,2.0,company, Karoliniškės, Vido Maciulevičiaus g.
179,"Vilnius, Šeškinė, Paberžės g., 1 kambario butas",45 000 ,30 ,1,1,9,1985,Blokinis,Centrinis,Įrengtas ,90,270,310,130,2.0,company, Šeškinė, Paberžės g.
180,"Vilnius, Žirmūnai, Raitininkų g., 3 kambarių butas",153 500 ,"57,8 ",3,2,7,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,390,430,470,230,5.0,company, Žirmūnai, Raitininkų g.
181,"Vilnius, Šnipiškės, Giedraičių g., 2 kambarių butas",65 000 ,"39,8 ",2,3,9,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,220,500,260,190,5.0,company, Šnipiškės, Giedraičių g.
182,"Vilnius, Fabijoniškės, Fabijoniškių g., 2 kambarių butas",69 900 ,44 ,2,3,9,1985,Mūrinis,Centrinis,Įrengtas ,350,210,220,290,4.0,company, Fabijoniškės, Fabijoniškių g.
183,"Vilnius, Žvėrynas, Pieninės g., 2 kambarių butas",114 000 ,35 ,2,2,6,2019,Mūrinis,Centrinis kolektorinis,Įrengtas ,410,340,430,390,4.0,company, Žvėrynas, Pieninės g.
184,"Vilnius, Senamiestis, A. Rotundo g., 5 kambarių butas",599 900 ,"163,3 ",5,5,6,2008,Mūrinis,Centrinis kolektorinis,Įrengtas ,370,130,190,100,2.0,company, Senamiestis, A. Rotundo g.
185,"Vilnius, Viršuliškės, Viršilų g., 3 kambarių butas",125 000 ,"80,82 ",3,3,23,2007,Mūrinis,Centrinis kolektorinis,Įrengtas ,420,330,320,280,2.0,company, Viršuliškės, Viršilų g.
186,"Vilnius, Senamiestis, Ceikinių g., 2 kambarių butas",139 900 ,49 ,2,1,7,2018,Mūrinis,Centrinis kolektorinis,Įrengtas ,150,170,430,190,4.0,company, Senamiestis, Ceikinių g.
187,"Vilnius, Šiaurės miestelis, S. Žukausko g., 1 kambario butas",84 900 ,"38,58 ",1,9,9,2003,Mūrinis,Centrinis kolektorinis,Įrengtas ,230,300,160,290,5.0,company, Šiaurės miestelis, S. Žukausko g.
188,"Vilnius, Karoliniškės, Algimanto Petro Kavoliuko g., 1 kambario butas",42 500 ,"32,8 ",1,2,5,1974,Blokinis,Centrinis,Kita ,100,190,220,330,6.0,company, Karoliniškės, Algimanto Petro Kavoliuko g.
189,"Vilnius, Žirmūnai, Sporto g., 2 kambarių butas",132 800 ,"55,6 ",2,1,4,2020,Monolitinis,Centrinis kolektorinis,Dalinė apdaila ,310,360,300,170,4.0,company, Žirmūnai, Sporto g.
190,"Vilnius, Žirmūnai, Sporto g., 4 kambarių butas",193 500 ,"84,8 ",4,2,6,2020,Monolitinis,Centrinis kolektorinis,Dalinė apdaila ,310,360,300,170,4.0,company, Žirmūnai, Sporto g.
191,"Vilnius, Žirmūnai, Sporto g., 2 kambarių butas",150 800 ,"66,8 ",2,1,6,2020,Monolitinis,Centrinis kolektorinis,Dalinė apdaila ,310,360,300,170,4.0,company, Žirmūnai, Sporto g.
192,"Vilnius, Senamiestis, Aguonų g., 4 kambarių butas",275 000 ,102 ,4,4,6,2009,Mūrinis,Centrinis kolektorinis,Įrengtas ,300,190,290,220,12.0,company, Senamiestis, Aguonų g.
193,"Vilnius, Baltupiai, Kalvarijų g., 1 kambario butas",85 000 ,36 ,1,1,4,2017,Mūrinis,"Centrinis, elektra",Įrengtas ,50,200,350,180,2.0,company, Baltupiai, Kalvarijų g.
194,"Vilnius, Lazdynėliai, Lazdynėlių g., 1 kambario butas",79 000 ,36 ,1,2,4,2017,Mūrinis,Dujinis,Įrengtas ,400,"1,6k","1,6k",150,1.0,company, Lazdynėliai, Lazdynėlių g.
195,"Vilnius, Pašilaičiai, Žemynos g., 2 kambarių butas",89 000 ,38 ,2,1,5,2013,Mūrinis,Centrinis kolektorinis,Įrengtas ,170,310,130,140,5.0,company, Pašilaičiai, Žemynos g.
196,"Vilnius, Šeškinė, Paberžės g., 2 kambarių butas",68 900 ,44 ,2,1,9,1985,Blokinis,Centrinis,Įrengtas ,120,160,330,30,2.0,company, Šeškinė, Paberžės g.
197,"Vilnius, Žvėrynas, Sėlių g., 2 kambarių butas",89 000 ,"50,82 ",2,4,5,1966,Mūrinis,Centrinis,Neįrengtas ,330,230,250,90,3.0,company, Žvėrynas, Sėlių g.
198,"Vilnius, Žvėrynas, Paribio g., 2 kambarių butas",122 000 ,51 ,2,2,5,1970,Mūrinis,Centrinis,Įrengtas ,270,400,300,220,3.0,company, Žvėrynas, Paribio g.
199,"Vilnius, Žirmūnai, Raitininkų g., 2 kambarių butas",131 900 ,"58,03 ",2,2,7,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,390,430,470,230,5.0,company, Žirmūnai, Raitininkų g.
200,"Vilnius, Žirmūnai, Raitininkų g., 3 kambarių butas",170 100 ,"63,5 ",3,7,7,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,390,430,470,230,5.0,company, Žirmūnai, Raitininkų g.
201,"Vilnius, Valakampiai, Svajonių g., 2 kambarių butas",115 000 ,45 ,2,1,4,2007,Mūrinis,Dujinis,Įrengtas ,1k,950,60,60,0.0,company, Valakampiai, Svajonių g.
202,"Vilnius, Naujamiestis, Geležinio Vilko g., 2 kambarių butas",53 900 ,45 ,2,1,5,1962,Blokinis,Centrinis,Įrengtas ,500,50,280,190,5.0,company, Naujamiestis, Geležinio Vilko g.
203,"Vilnius, Jeruzalė, Rugių g., 1 kambario butas",75 000 ,"38,24 ",1,5,5,2003,Mūrinis,Dujinis,Įrengtas ,350,350,130,210,5.0,company, Jeruzalė, Rugių g.
204,"Vilnius, Pilaitė, Nidos g., 2 kambarių butas",86 500 ,52 ,2,9,9,2014,Mūrinis,Centrinis kolektorinis,Įrengtas ,140,540,110,170,2.0,company, Pilaitė, Nidos g.
205,"Vilnius, Antakalnis, Ajerų g., 4 kambarių butas",105 000 ,104 ,4,1,2,2019,Mūrinis,Dujinis,Dalinė apdaila ,1k,"1,9k","1,1k",610,0.0,company, Antakalnis, Ajerų g.
206,"Vilnius, Senamiestis, Subačiaus g., 3 kambarių butas",285 000 ,"106,29 ",3,2,3,2004 renovacija,Mūrinis,Centrinis,Įrengtas ,330,220,360,180,14.0,company, Senamiestis, Subačiaus g.
207,"Vilnius, Šeškinė, Buivydiškių g., 1 kambario butas",56 900 ,"35,91 ",1,1,12,1990,Mūrinis,Centrinis,Įrengtas ,460,440,290,220,2.0,company, Šeškinė, Buivydiškių g.
208,"Vilnius, Žirmūnai, Minties g., 1 kambario butas",68 600 ,"32,41 ",1,3,9,1968,Blokinis,Centrinis,Įrengtas ,220,370,100,90,12.0,company, Žirmūnai, Minties g.
209,"Vilnius, Žirmūnai, Piromonto g., 2 kambarių butas",125 900 ,"53,4 ",2,1,7,2018,Mūrinis,Centrinis kolektorinis,Įrengtas ,190,310,180,160,11.0,company, Žirmūnai, Piromonto g.
210,"Vilnius, Pilaitė, Vydūno g., 2 kambarių butas",66 000 ,52 ,2,5,9,1992,Blokinis,Centrinis,Įrengtas ,140,130,290,130,4.0,company, Pilaitė, Vydūno g.
211,"Vilnius, Pilaitė, M. Mažvydo g., 1 kambario butas",74 700 ,33 ,1,3,9,2017,Mūrinis,Centrinis kolektorinis,Įrengtas ,190,690,160,200,1.0,company, Pilaitė, M. Mažvydo g.
212,"Vilnius, Senamiestis, Trakų g., 2 kambarių butas",182 000 ,91 ,2,4,4,1901,Mūrinis,Centrinis,Įrengtas ,20,120,210,190,15.0,company, Senamiestis, Trakų g.
213,"Vilnius, Karoliniškės, Apolinaro Juozo Povilaičio g., 2 kambarių butas",63 000 ,50 ,2,4,9,1974,Blokinis,Centrinis,Įrengtas ,40,230,490,140,4.0,company, Karoliniškės, Apolinaro Juozo Povilaičio g.
214,"Vilnius, Žirmūnai, Raitininkų g., 2 kambarių butas",125 000 ,"51,2 ",2,6,7,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,390,430,470,230,5.0,company, Žirmūnai, Raitininkų g.
215,"Vilnius, Naujamiestis, Aludarių g., 2 kambarių butas",128 400 ,"45,6 ",2,2,5,2020,Kita,Centrinis kolektorinis,Dalinė apdaila ,390,210,290,120,2.0,company, Naujamiestis, Aludarių g.
216,"Vilnius, Naujamiestis, Aludarių g., 2 kambarių butas",137 800 ,"50,91 ",2,2,5,2020,Kita,Centrinis kolektorinis,Dalinė apdaila ,390,210,290,120,2.0,company, Naujamiestis, Aludarių g.
217,"Vilnius, Šeškinė, Ukmergės g., 2 kambarių butas",68 800 ,"35,52 ",2,1,5,1982,Mūrinis,Centrinis,Įrengtas ,120,410,340,180,3.0,company, Šeškinė, Ukmergės g.
218,"Vilnius, Naujamiestis, Aludarių g., 1 kambario butas",110 900 ,"44,29 ",1,2,5,2020,Kita,Centrinis kolektorinis,Dalinė apdaila ,390,210,290,120,2.0,company, Naujamiestis, Aludarių g.
219,"Vilnius, Lazdynai, Architektų g., 1 kambario butas",47 500 ,"32,89 ",1,3,5,1970,Blokinis,Centrinis,Įrengtas ,50,200,110,130,3.0,company, Lazdynai, Architektų g.
220,"Vilnius, Senamiestis, Vasario 16-osios g., 3 kambarių butas",169 000 ,65 ,3,1,3,1940,Mūrinis,Centrinis,Įrengtas ,550,410,340,100,6.0,company, Senamiestis, Vasario 16-osios g.
221,"Vilnius, Naujamiestis, Vasario 16-osios g., 3 kambarių butas",169 000 ,65 ,3,1,3,1940,Mūrinis,Centrinis,Įrengtas ,550,410,340,100,6.0,company, Naujamiestis, Vasario 16-osios g.
222,"Vilnius, Pašilaičiai, Leičių g., 3 kambarių butas",70 000 ,"65,67 ",3,4,9,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,250,830,300,130,4.0,company, Pašilaičiai, Leičių g.
223,"Vilnius, Pašilaičiai, Leičių g., 3 kambarių butas",89 000 ,"71,37 ",3,6,9,2019,Mūrinis,Centrinis kolektorinis,Įrengtas ,250,810,280,150,4.0,company, Pašilaičiai, Leičių g.
224,"Vilnius, Fabijoniškės, L. Giros g., 1 kambario buto dalis",22 000 ,30 ,1,7,9,1990,Blokinis,Centrinis,Įrengtas ,210,310,240,80,1.0,company, Fabijoniškės, L. Giros g.
225,"Vilnius, Žirmūnai, Minties g., 2 kambarių butas",69 000 ,"44,04 ",2,5,5,1966,Blokinis,Centrinis,Įrengtas ,170,170,510,130,9.0,company, Žirmūnai, Minties g.
226,"Vilnius, Vilkpėdė, Burbiškių g., 3 kambarių butas",118 000 ,"53,79 ",3,2,3,2013,Mūrinis,Dujinis,Įrengtas ,"1,6k",890,"1,1k",470,1.0,company, Vilkpėdė, Burbiškių g.
227,"Vilnius, Viršuliškės, Viršuliškių g., 3 kambarių butas",72 500 ,64 ,3,5,9,1977,Blokinis,Centrinis,Įrengtas ,130,480,250,270,4.0,company, Viršuliškės, Viršuliškių g.
228,"Vilnius, Šiaurės miestelis, Žirmūnų g., 1 kambario butas",54 000 ,30 ,1,1,9,1965,Blokinis,Centrinis,Įrengtas ,240,170,300,190,8.0,company, Šiaurės miestelis, Žirmūnų g.
229,"Vilnius, Naujamiestis, J. Basanavičiaus g., 3 kambarių butas",137 000 ,70 ,3,2,3,1940,Mūrinis,Centrinis,Kita ,170,130,270,110,8.0,company, Naujamiestis, J. Basanavičiaus g.
230,"Vilnius, Rasos, Stadiono g., 3 kambarių butas",151 000 ,90 ,3,3,5,1987,Mūrinis,Centrinis,Įrengtas ,570,360,270,200,4.0,company, Rasos, Stadiono g.
231,"Vilnius, Antakalnis, Antakalnio g., 2 kambarių butas",114 000 ,"66,54 ",2,4,4,2000,Mūrinis,Centrinis kolektorinis,Įrengtas ,350,130,10,40,0.0,company, Antakalnis, Antakalnio g.
232,"Vilnius, Grigiškės, Šviesos g., 1 kambario butas",45 000 ,"32,94 ",1,2,5,1978,Blokinis,Centrinis,Įrengtas ,200,110,200,220,4.0,company, Grigiškės, Šviesos g.
233,"Vilnius, Karoliniškės, Sausio 13-osios g., 2 kambarių butas",115 000 ,72 ,2,2,7,2015,Mūrinis,Centrinis kolektorinis,Įrengtas ,420,160,100,270,9.0,company, Karoliniškės, Sausio 13-osios g.
234,"Vilnius, Senamiestis, V. Šopeno g., 2 kambarių butas",135 000 ,"53,01 ",2,2,3,1940,Mūrinis,Dujinis,Įrengtas ,80,40,110,150,16.0,company, Senamiestis, V. Šopeno g.
235,"Vilnius, Naujamiestis, M. K. Čiurlionio g., 2 kambarių butas",250 000 ,55 ,2,1,5,2012,Mūrinis,"Elektra, centrinis kolektorinis",Įrengtas ,150,300,180,520,0.0,company, Naujamiestis, M. K. Čiurlionio g.
236,"Vilnius, Pavilnys, Džiaugsmo g., 4 kambarių butas",85 000 ,80 ,4,2,2,2019,Mūrinis,Dujinis,Dalinė apdaila ,600,1k,"1,3k",330,1.0,company, Pavilnys, Džiaugsmo g.
237,"Vilnius, Žvėrynas, Latvių g., 3 kambarių butas",305 000 ,85 ,3,3,4,2021,Mūrinis,Geoterminis,Dalinė apdaila ,410,450,620,570,1.0,company, Žvėrynas, Latvių g.
238,"Vilnius, Užupis, Olandų g., 2 kambarių butas",65 000 ,32 ,2,1,5,1972,Mūrinis,Centrinis,Įrengtas ,240,150,170,110,3.0,company, Užupis, Olandų g.
239,"Vilnius, Justiniškės, Taikos g., 3 kambarių butas",109 600 ,"62,99 ",3,1,4,2019,Mūrinis,Centrinis,Dalinė apdaila ,220,60,410,170,1.0,company, Justiniškės, Taikos g.
240,"Vilnius, Antakalnis, Antakalnio g., 3 kambarių butas",122 900 ,"58,52 ",3,4,5,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,220,220,150,20,0.0,company, Antakalnis, Antakalnio g.
241,"Vilnius, Antakalnis, Antakalnio g., 2 kambarių butas",79 000 ,"37,65 ",2,4,5,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,220,220,150,20,0.0,company, Antakalnis, Antakalnio g.
242,"Vilnius, Antakalnis, Antakalnio g., 1 kambario butas",66 800 ,"27,84 ",1,4,5,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,220,220,150,20,0.0,company, Antakalnis, Antakalnio g.
